Gene	ModuleColor
SSBP4	brown
SSPN	brown
ST6GALNAC6	brown
STAC2	brown
STARD10	brown
STAT5B	brown
STK10	brown
STK40	brown
STMN1	brown
STX1A	brown
STX5	brown
SVOP	brown
SYMPK	brown
SYNGR3	brown
SYPL2	brown
SYT3	brown
SZT2	brown
TAF4	brown
TAF6	brown
TAFA5	brown
TAOK2	brown
TBC1D20	brown
TBC1D9B	brown
TBKBP1	brown
TCEA2	brown
TCERG1L	brown
TCTA	brown
TEK	brown
TESK1	brown
THEM6	brown
TLE5	brown
TMCC2	brown
TMEM104	brown
TMEM151B	brown
TMEM160	brown
TMEM198	brown
TMEM229A	brown
TMEM240	brown
TMEM266	brown
TMEM47	brown
TNK2	brown
TNNC2	brown
TNPO2	brown
TNS2	brown
TPCN1	brown
TPRA1	brown
TRAF3	brown
TRAPPC1	brown
TRIL	brown
TRIM27	brown
TRIM54	brown
TRIM8	brown
TRIP10	brown
TRMT1	brown
TRMT61A	brown
TRNP1	brown
TRPM4	brown
TSC2	brown
TSR3	brown
TTC13	brown
TTC9B	brown
TTYH1	brown
TUSC2	brown
TUT1	brown
TXNRD2	brown
TYK2	brown
UBL4A	brown
UBQLN4	brown
UNC13C	brown
UQCR11	brown
USP21	brown
UTRN	brown
VEGFB	brown
VPS9D1	brown
VSIR	brown
WASH6P	brown
WASHC1	brown
WBP1L	brown
WDR38	brown
WDR74	brown
WSB2	brown
WTIP	brown
WWC1	brown
YARS1	brown
ZADH2	brown
ZDHHC18	brown
ZNF8	brown
ZNF205	brown
ZNF335	brown
ZNF362	brown
ZNF385A	brown
ZNF423	brown
ZNF516	brown
ZNF76	brown
ZNF574	brown
ZMIZ2	brown
ZMYND19	brown
ZNRF1	brown
C9orf85	cyan
AATK	cyan
ADGRG2	cyan
C11orf68	cyan
AIF1L	cyan
ALKBH4	cyan
AP2A1	cyan
ARFGAP2	cyan
ATP1B3	cyan
ATP6AP1	cyan
C9orf78	cyan
C8orf82	cyan
CCDC102A	cyan
CCNQ	cyan
CDC123	cyan
CDC42BPG	cyan
CDK5	cyan
CHD1L	cyan
CHMP2B	cyan
CKS1B	cyan
COL9A2	cyan
COQ10B	cyan
CPSF1	cyan
CRTAC1	cyan
CTLA4	cyan
CTSA	cyan
DCXR	cyan
DDX28	cyan
DDX52	cyan
DECR1	cyan
DNAJB12	cyan
DNTTIP1	cyan
DOLK	cyan
ECSIT	cyan
EIF3K	cyan
EIF4A3	cyan
FAM234A	cyan
FAM3A	cyan
FBXL3	cyan
FBXO22	cyan
FBXO4	cyan
FLCN	cyan
FLNA	cyan
FUS	cyan
GAMT	cyan
GAS1	cyan
GHITM	cyan
GIPC1	cyan
GPAA1	cyan
GPR137B	cyan
H2AX	cyan
HCFC1R1	cyan
IL13RA1	cyan
ILF2	cyan
ILK	cyan
INTS4	cyan
IRF2BP1	cyan
KAT5	cyan
KLF15	cyan
KRT10	cyan
LHFPL6	cyan
LRRC61	cyan
MAEA	cyan
MAP7D1	cyan
MKRN1	cyan
MPST	cyan
MRPL17	cyan
MTA2	cyan
MTMR2	cyan
MYL6	cyan
NAA30	cyan
NACA	cyan
NCK2	cyan
NDUFS2	cyan
NMNAT1	cyan
NRBP2	cyan
NT5C3B	cyan
PARL	cyan
PARN	cyan
PCYT2	cyan
PDYN	cyan
PGK1	cyan
PHB	cyan
PIN1	cyan
PKN1	cyan
PLA2G12A	cyan
POGLUT2	cyan
POLR2I	cyan
PORCN	cyan
PPP1R15B	cyan
PPP5C	cyan
PRCC	cyan
PSMD4	cyan
PSPC1	cyan
RFC5	cyan
RRS1	cyan
RSKR	cyan
RTKN	cyan
RUVBL2	cyan
SEC14L5	cyan
SH3BP5	cyan
SHH	cyan
SLC35A2	cyan
SLC35B2	cyan
SLC6A8	cyan
SNRNP48	cyan
SNX17	cyan
SNX7	cyan
SRSF5	cyan
SSNA1	cyan
TADA1	cyan
TAGLN	cyan
TARS2	cyan
TBC1D17	cyan
TECR	cyan
TEX9	cyan
TIFA	cyan
TMEM121	cyan
TMEM128	cyan
TMEM151A	cyan
TMEM178A	cyan
TMEM203	cyan
TMEM87B	cyan
TMF1	cyan
TMUB1	cyan
TUBA1B	cyan
TUBG1	cyan
TVP23C-CDRT4	cyan
UBC	cyan
UBE2V2	cyan
UBR7	cyan
UROD	cyan
VPS16	cyan
WDR3	cyan
XAB2	cyan
ZCRB1	cyan
ZMYM3	cyan
KIAA1143	darkgreen
C1orf159	darkgreen
ACTN1	darkgreen
ACVR1C	darkgreen
ADAMTS6	darkgreen
AFAP1	darkgreen
AHCTF1	darkgreen
AIMP1	darkgreen
ALDH1A2	darkgreen
ARHGAP15	darkgreen
BTF3L4	darkgreen
CASK	darkgreen
CBLN4	darkgreen
CCNJ	darkgreen
CEP192	darkgreen
COCH	darkgreen
COL12A1	darkgreen
COL4A5	darkgreen
COL6A3	darkgreen
COLEC12	darkgreen
CP	darkgreen
CPNE4	darkgreen
CPT1A	darkgreen
CUEDC2	darkgreen
DAB2	darkgreen
DDX50	darkgreen
DIAPH1	darkgreen
DIO2	darkgreen
DOCK2	darkgreen
DOCK4	darkgreen
DPY19L4	darkgreen
EIF1AX	darkgreen
EME2	darkgreen
ENAH	darkgreen
ENTPD7	darkgreen
ETS1	darkgreen
F13A1	darkgreen
FOXO1	darkgreen
FRS2	darkgreen
FURIN	darkgreen
G2E3	darkgreen
GLIS3	darkgreen
CDK2AP1	darkgreen
GNAS	darkgreen
GOLT1B	darkgreen
HIPK3	darkgreen
HLTF	darkgreen
HSPG2	darkgreen
IDE	darkgreen
IDS	darkgreen
INPP5D	darkgreen
SCHIP1	darkgreen
IQCJ-SCHIP1	darkgreen
ITIH5	darkgreen
LEPR	darkgreen
NAGK	darkgreen
NFATC2	darkgreen
NISCH	darkgreen
NRP1	darkgreen
NUMB	darkgreen
OPHN1	darkgreen
OSR1	darkgreen
PAQR5	darkgreen
PAQR8	darkgreen
PCDH18	darkgreen
PCGF5	darkgreen
PIK3CG	darkgreen
PLXDC2	darkgreen
PRDM16	darkgreen
PRKD3	darkgreen
PTCH1	darkgreen
PUM2	darkgreen
RBFA	darkgreen
RC3H1	darkgreen
RNF144B	darkgreen
RORB	darkgreen
SERTAD4	darkgreen
SETD6	darkgreen
SIRT6	darkgreen
SLAIN2	darkgreen
SLC24A3	darkgreen
SLC26A6	darkgreen
SLC39A14	darkgreen
SLC40A1	darkgreen
SLC4A7	darkgreen
SLC6A1	darkgreen
SLC7A11	darkgreen
SMARCAD1	darkgreen
SMC2	darkgreen
SNED1	darkgreen
SORBS1	darkgreen
STOX2	darkgreen
SUOX	darkgreen
TBC1D16	darkgreen
TBC1D2B	darkgreen
TEX2	darkgreen
TTC17	darkgreen
UBN2	darkgreen
VIP	darkgreen
WASF3	darkgreen
XIAP	darkgreen
XPO6	darkgreen
ZBTB25	darkgreen
ZBTB34	darkgreen
ZNF700	darkgreen
ZNF878	darkgreen
ZNF366	darkgreen
ZKSCAN8	darkgreen
ZMYM6	darkgreen
ABCA5	darkgrey
ACP1	darkgrey
ADIPOR2	darkgrey
AFG3L2	darkgrey
ARL17A	darkgrey
ARL17B	darkgrey
ASCL1	darkgrey
ATIC	darkgrey
ATP1B1	darkgrey
BCLAF3	darkgrey
BMS1	darkgrey
BMT2	darkgrey
BNIP3L	darkgrey
CCDC117	darkgrey
CCNK	darkgrey
CDV3	darkgrey
CETN3	darkgrey
CHSY3	darkgrey
COP1	darkgrey
CTPS1	darkgrey
DNAJC24	darkgrey
EFNA1	darkgrey
FDFT1	darkgrey
GFM1	darkgrey
GK3P	darkgrey
GK	darkgrey
GNL3	darkgrey
GPR176	darkgrey
GPSM2	darkgrey
GTF3C3	darkgrey
GTPBP4	darkgrey
HSPA9	darkgrey
IFT80	darkgrey
IPO11	darkgrey
KBTBD6	darkgrey
KBTBD7	darkgrey
KLHL28	darkgrey
LARP4	darkgrey
LMBRD2	darkgrey
LSM1	darkgrey
LZTFL1	darkgrey
MCM4	darkgrey
MED13	darkgrey
MIER1	darkgrey
MIER3	darkgrey
MMACHC	darkgrey
MRPL33	darkgrey
MSANTD4	darkgrey
NARS1	darkgrey
NDUFAF1	darkgrey
NFU1	darkgrey
NIPA2	darkgrey
NOL6	darkgrey
NOP14	darkgrey
NSUN2	darkgrey
NUDCD1	darkgrey
NUP35	darkgrey
ORC4	darkgrey
PACC1	darkgrey
PDCD10	darkgrey
PDCD6	darkgrey
PDE1C	darkgrey
PDHX	darkgrey
PIGW	darkgrey
PNRC1	darkgrey
PSMD6	darkgrey
PSMG4	darkgrey
RAD17	darkgrey
RHOT1	darkgrey
RIC3	darkgrey
RNF4	darkgrey
RPA3	darkgrey
RRM1	darkgrey
RSRC1	darkgrey
SAAL1	darkgrey
SARS2	darkgrey
SLC25A13	darkgrey
SLC25A14	darkgrey
SOX8	darkgrey
SSBP1	darkgrey
STK32A	darkgrey
STYX	darkgrey
SUCLA2	darkgrey
SUGT1	darkgrey
TEX30	darkgrey
TMEM60	darkgrey
TMEM87A	darkgrey
TRAPPC13	darkgrey
TRIM26	darkgrey
TRIP4	darkgrey
UBFD1	darkgrey
UBXN2A	darkgrey
UPF2	darkgrey
URM1	darkgrey
WDR75	darkgrey
ZBED4	darkgrey
ZNF845	darkgrey
ZNF551	darkgrey
ZNF654	darkgrey
ZNF804A	darkgrey
ABCA7	darkred
ABHD16A	darkred
ACSS1	darkred
ADCK2	darkred
ADGRD1	darkred
AIF1	darkred
AMDHD2	darkred
ANKZF1	darkred
AOPEP	darkred
APBB3	darkred
APEH	darkred
ARF6	darkred
ARPC1B	darkred
ATPAF2	darkred
BICD2	darkred
CARMIL3	darkred
CAVIN1	darkred
CCDC137	darkred
CCDC9	darkred
COMMD4	darkred
CRTC2	darkred
DALRD3	darkred
DDHD1	darkred
DIS3L	darkred
DMWD	darkred
EHD4	darkred
FBRS	darkred
FKBP10	darkred
FLYWCH2	darkred
GATA2	darkred
GEM	darkred
GIGYF1	darkred
GNG11	darkred
GPR108	darkred
GPR68	darkred
HAUS7	darkred
HES1	darkred
HSPA12B	darkred
LFNG	darkred
LMTK3	darkred
LOXL1	darkred
LRFN4	darkred
LTBP3	darkred
LTBP4	darkred
MAPKAPK2	darkred
MEMO1	darkred
NTMT2	darkred
MIF4GD	darkred
MKNK1	darkred
MLF2	darkred
MRPS17	darkred
MYDGF	darkred
NDUFA8	darkred
NFKBIE	darkred
NOS3	darkred
NR2F1	darkred
NRARP	darkred
NTSR2	darkred
NXF1	darkred
OBSL1	darkred
PCIF1	darkred
PDCD11	darkred
PELP1	darkred
PGRMC2	darkred
PHF1	darkred
PKIG	darkred
PLCB3	darkred
POMGNT1	darkred
POP5	darkred
RAD23A	darkred
RAPGEF3	darkred
RARG	darkred
RCAN1	darkred
RGL2	darkred
RGS19	darkred
RIMKLB	darkred
RPL15	darkred
RPS6KB2	darkred
SAT2	darkred
SCRIB	darkred
SELENOK	darkred
SELENON	darkred
SELENOS	darkred
SGCE	darkred
SHROOM1	darkred
SLC15A3	darkred
SLC16A11	darkred
SLC25A28	darkred
SLCO1A2	darkred
SMIM12	darkred
SNTA1	darkred
SNX18	darkred
SREBF1	darkred
SSH3	darkred
STRA6	darkred
TENT5C	darkred
TGFB1	darkred
TIE1	darkred
TMEM150A	darkred
TRIM52	darkred
TRIM41	darkred
TRIQK	darkred
UBE3B	darkred
UBTD2	darkred
VAMP8	darkred
VASH2	darkred
ZNF598	darkred
ZNF692	darkred
ZNF746	darkred
PACRGL	darkturquoise
ACAA1	darkturquoise
ACOX3	darkturquoise
ANKRD35	darkturquoise
ASB8	darkturquoise
ATP6V0A2	darkturquoise
ATXN7L3B	darkturquoise
BCL7B	darkturquoise
BRINP2	darkturquoise
BTBD11	darkturquoise
CALM3	darkturquoise
CAMKK1	darkturquoise
CCM2L	darkturquoise
CHGB	darkturquoise
CHMP1A	darkturquoise
CTXN1	darkturquoise
CYP2D6	darkturquoise
DEDD2	darkturquoise
DPH1	darkturquoise
ENSA	darkturquoise
ENTPD2	darkturquoise
EPB41L3	darkturquoise
FAM163B	darkturquoise
FAM20A	darkturquoise
FCGRT	darkturquoise
FLOT2	darkturquoise
FLYWCH1	darkturquoise
FOXRED1	darkturquoise
FXYD7	darkturquoise
GAS6	darkturquoise
GFM2	darkturquoise
CLUAP1	darkturquoise
GRIN2D	darkturquoise
HEY2	darkturquoise
HHIPL1	darkturquoise
HPS4	darkturquoise
HYPK	darkturquoise
INKA2	darkturquoise
KCNC4	darkturquoise
KCNK1	darkturquoise
KLHL26	darkturquoise
L3MBTL3	darkturquoise
LHX6	darkturquoise
MAPK1IP1L	darkturquoise
MEN1	darkturquoise
MOCS2	darkturquoise
MPDU1	darkturquoise
MRPL28	darkturquoise
MRPL34	darkturquoise
MSRB2	darkturquoise
NDUFA4L2	darkturquoise
NDUFB9	darkturquoise
NECAB3	darkturquoise
NRG2	darkturquoise
NTF3	darkturquoise
NUDT4	darkturquoise
NUDT4B	darkturquoise
PADI2	darkturquoise
PBX2	darkturquoise
PDCL3	darkturquoise
PEAR1	darkturquoise
PET100	darkturquoise
PGGHG	darkturquoise
PKNOX1	darkturquoise
PLEKHO1	darkturquoise
PMM2	darkturquoise
PPM1F	darkturquoise
PRRT1	darkturquoise
PRXL2B	darkturquoise
R3HCC1	darkturquoise
RAB11FIP3	darkturquoise
RAB31	darkturquoise
RASSF2	darkturquoise
RCOR2	darkturquoise
RRAGC	darkturquoise
SARM1	darkturquoise
SDHB	darkturquoise
SEMA4B	darkturquoise
SGPP2	darkturquoise
SKI	darkturquoise
SLC30A3	darkturquoise
SLC36A4	darkturquoise
SLC38A3	darkturquoise
SLC39A7	darkturquoise
SLC9A3R2	darkturquoise
SRRM3	darkturquoise
SULT4A1	darkturquoise
TACR1	darkturquoise
TEF	darkturquoise
TLNRD1	darkturquoise
TMC5	darkturquoise
TMEM127	darkturquoise
TMEM59L	darkturquoise
TMOD3	darkturquoise
TSHZ2	darkturquoise
UBXN6	darkturquoise
ULK2	darkturquoise
VPS37B	darkturquoise
ZBTB12	darkturquoise
ZC3HC1	darkturquoise
ZNF251	darkturquoise
ZNF605	darkturquoise
ZNF639	darkturquoise
C1orf21	green
C19orf47	green
KIAA0100	green
ABCA8	green
ABCB1	green
ABCC1	green
ACTA1	green
ACTA2	green
ADARB1	green
ADGRA2	green
ADGRF5	green
ADGRL1	green
AGAP2	green
AGPAT3	green
AGRN	green
AHNAK	green
AJM1	green
AK1	green
ALKAL2	green
ALKBH6	green
ALOX5	green
ALS2	green
ANKRD11	green
ANKRD27	green
ANKRD29	green
ANKRD34A	green
AP3B2	green
APBA1	green
APC	green
ARHGAP44	green
ARHGEF11	green
ARHGEF17	green
ARL4C	green
ARRB1	green
ASIC1	green
ATP1A2	green
ATP6V0E2	green
ATXN1	green
B4GALT3	green
BAALC	green
BABAM1	green
BAG6	green
BAIAP2L2	green
BAP1	green
BAZ1B	green
BAZ2A	green
BCDIN3D	green
BCL10	green
BDH1	green
BHLHE40	green
BICDL1	green
BOC	green
BRAP	green
BRPF3	green
BRSK2	green
BTK	green
C2orf42	green
CACNA1D	green
CACNA1H	green
CACNA1I	green
CACNB3	green
CACNG2	green
CALCOCO1	green
CALM1	green
CAMK2A	green
CAMKK2	green
CAPN10	green
CAPN12	green
CA10	green
CA7	green
CARM1	green
CASP9	green
CCDC93	green
CCDC97	green
CCNA1	green
CD248	green
CDC42BPB	green
CDH24	green
CDK5R1	green
CDK9	green
CDKN2AIPNL	green
CELF3	green
CELF5	green
CELSR3	green
CEMIP	green
CEP170B	green
CEP85	green
CERK	green
CHST11	green
CIC	green
CIT	green
CKAP4	green
CLEC2L	green
CMTM4	green
CNNM1	green
CNTN3	green
COL4A2	green
COLGALT1	green
COQ10A	green
CORO7-PAM16	green
CORO7	green
CPLANE1	green
CPLX2	green
CPT1C	green
CRAT	green
CRTC1	green
CRY2	green
CTNNA2	green
CTNND2	green
CUX2	green
CX3CR1	green
CXCL12	green
CYSRT1	green
DAB2IP	green
RSC1A1	green
DDX31	green
DGKH	green
DHX35	green
DIDO1	green
DIRAS1	green
DIRAS2	green
DLG2	green
DLG4	green
DPP9	green
DUSP6	green
DUSP7	green
DUSP8	green
DZIP1	green
C7orf26	green
ECHDC2	green
EFCAB6	green
EFNA3	green
EGFLAM	green
EGFR	green
EGR3	green
EIF4EBP1	green
EPB41L1	green
EPHA10	green
EPHB4	green
EPS8	green
ERCC3	green
ERG	green
ERGIC1	green
EXTL1	green
EXTL3	green
FAM131A	green
FAM13A	green
NALF1	green
FAM161B	green
FAM163A	green
FARP1	green
FBXL14	green
FBXL16	green
FBXL18	green
FBXO41	green
FCHO1	green
FES	green
FGD1	green
FGF13	green
FLNB	green
FLT1	green
FMN2	green
FMNL3	green
FN1	green
FNDC7	green
FOSL2	green
FOXG1	green
FOXK1	green
FREM2	green
FRMD4A	green
FZD4	green
GABRD	green
GARNL3	green
GFOD1	green
CTXND1	green
PAGR1	green
BET1L	green
LRRC37A2	green
LRRC37A3	green
LRRC37B	green
LRRC37A	green
GRIN1	green
GRK5	green
GRK6	green
GSDME	green
GSTM4	green
GYS1	green
HDAC7	green
HMCN2	green
HOGA1	green
HOMER2	green
HRH1	green
HRH3	green
IER5	green
IGDCC4	green
IGLON5	green
ILDR2	green
IMPDH1	green
INPP4A	green
INPP5J	green
IPO9	green
IQSEC1	green
IQSEC2	green
IQSEC3	green
IRAK1BP1	green
ITPK1	green
ITPKA	green
ITPKC	green
ITPR1	green
ITPR3	green
IVD	green
IZUMO4	green
JOSD1	green
KANK2	green
KANSL3	green
KCND1	green
KCNG4	green
KCNH2	green
KCNH3	green
KCNJ11	green
KCNT1	green
KCTD1	green
KCTD13	green
KIF23	green
KIF26B	green
KIF5A	green
KIFC2	green
KLHL29	green
KMT2D	green
LAMA4	green
LEF1	green
LPCAT4	green
LPXN	green
LRCH1	green
LRRK2	green
LSM11	green
LYN	green
LZTS3	green
MAN1C1	green
MAN2C1	green
MAP1S	green
MAP2	green
MAP3K12	green
MAP3K14	green
MAPK4	green
MAPKAPK3	green
MARF1	green
MARK2	green
MARK4	green
MAST2	green
MCF2L	green
MCHR1	green
MED13L	green
MED16	green
MED29	green
MEGF6	green
MERTK	green
MFHAS1	green
MGAT5B	green
MGLL	green
MGRN1	green
MIGA2	green
MLLT6	green
MMD	green
MMP24	green
MOCS1	green
MPPED1	green
MREG	green
MRPS12	green
MRPS7	green
MTCL1	green
MTLN	green
MTPAP	green
MTSS2	green
MYADML2	green
MYH11	green
MYH9	green
MYO1C	green
NBEAL2	green
NCALD	green
NCAN	green
NCKAP1L	green
NCOR2	green
NCS1	green
NEB	green
NECTIN1	green
NECTIN3	green
NEURL1	green
NEURL1B	green
NEURL4	green
NF2	green
NHSL1	green
NLGN2	green
NOTCH3	green
NOVA2	green
NPAS2	green
NRN1	green
NSMAF	green
NTNG2	green
NUMBL	green
OLFML2A	green
OPA3	green
OPLAH	green
OSBP2	green
OSBPL10	green
OTOF	green
OTUD6B	green
OTUD7A	green
P4HA2	green
PACSIN1	green
PAK6	green
PALM	green
PARVB	green
PDE1B	green
PDE4A	green
PDK1	green
PER1	green
PGBD5	green
PGLS	green
PHACTR1	green
PHF21B	green
PHOSPHO2	green
PIEZO1	green
PIP5K1C	green
PITPNM3	green
PKD1	green
PLCG1	green
PLCH2	green
PLCXD2	green
PLD4	green
PLEC	green
PLEKHA5	green
PLEKHG5	green
PLEKHM1	green
PLEKHO2	green
PMEPA1	green
POC5	green
POU2F2	green
PPM1H	green
PPP1R12B	green
PPP2R2C	green
PRDX5	green
PRELID3A	green
PRRC2A	green
PTPN1	green
PTPRN	green
PUS10	green
PYGO1	green
PYM1	green
QTRT1	green
R3HDM2	green
RAB11FIP5	green
RAI1	green
RANBP17	green
RAP1GAP2	green
RAPGEF1	green
RASGEF1C	green
RASIP1	green
RFC4	green
RGS5	green
RHOBTB1	green
RIMBP2	green
RIMKLA	green
RIMS1	green
RIMS4	green
RNF126	green
RNF165	green
RNF24	green
RPA1	green
RPH3A	green
RPRML	green
RREB1	green
RTN4RL2	green
SAMD10	green
SBK1	green
SCRT2	green
SEC16A	green
SEPTIN3	green
SFSWAP	green
SH3PXD2A	green
SH3PXD2B	green
SHANK1	green
SHANK2	green
SHANK3	green
SHC3	green
SHROOM4	green
SIPA1L1	green
SLC1A2	green
SLC25A44	green
SLC30A10	green
SLC39A3	green
SLC41A3	green
SLC45A4	green
SLC4A3	green
SLC7A1	green
SLC7A5	green
SMG5	green
SNAP25	green
SORCS2	green
SOX18	green
SPATA2L	green
SPSB3	green
SPTB	green
SPTBN2	green
SRC	green
SRCIN1	green
SSH1	green
ST3GAL2	green
STARD8	green
STEAP2	green
STIM1	green
STRADA	green
SUGP2	green
SUMF2	green
SURF6	green
SUSD4	green
SYNGAP1	green
SYT12	green
SYT7	green
TACC1	green
TAF6L	green
TBC1D10A	green
TBRG4	green
TET3	green
TGFB1I1	green
THPO	green
TLCD5	green
TMEM14A	green
TMEM229B	green
TMEM8B	green
TNIP1	green
TNKS1BP1	green
TNN	green
TNNT1	green
TNS1	green
TOX2	green
TPM2	green
TRAK1	green
TRAPPC9	green
TRIM46	green
TRIM7	green
TRPV1	green
TSPAN17	green
TSPOAP1	green
TTBK1	green
TTC32	green
TTC7A	green
TTC7B	green
TTYH3	green
TXLNG	green
TYRO3	green
UBE2J1	green
UNC5A	green
USP35	green
VSTM2L	green
VTN	green
VWF	green
WDR13	green
WDR83	green
WHRN	green
WIZ	green
WNK2	green
XRCC1	green
ZBTB42	green
ZDHHC22	green
ZDHHC3	green
ZDHHC8	green
ZNF365	green
ZNF512B	green
ZNF23	green
ZNF697	green
ZNF703	green
ZNF853	green
ZFR2	green
ZFYVE28	green
AAAS	greenyellow
ABCB6	greenyellow
ABHD5	greenyellow
ACBD3	greenyellow
ACIN1	greenyellow
AKAP12	greenyellow
AP3S1	greenyellow
AP5M1	greenyellow
APOE	greenyellow
ARGLU1	greenyellow
ARHGEF1	greenyellow
ARHGEF40	greenyellow
ARRDC1	greenyellow
ATAD3A	greenyellow
ATP10A	greenyellow
ATXN2L	greenyellow
ATXN7L2	greenyellow
BAG1	greenyellow
BAZ1A	greenyellow
BCAM	greenyellow
CALD1	greenyellow
CAPRIN2	greenyellow
CCDC136	greenyellow
CCDC159	greenyellow
CCDC28B	greenyellow
CCDC61	greenyellow
CCDC73	greenyellow
CCNL2	greenyellow
CLK2	greenyellow
CLK4	greenyellow
CNOT3	greenyellow
COL27A1	greenyellow
COL5A1	greenyellow
CYB561D1	greenyellow
CYB5D2	greenyellow
DARS2	greenyellow
DENR	greenyellow
DES	greenyellow
DGKQ	greenyellow
E2F4	greenyellow
ENO3	greenyellow
ESR2	greenyellow
FANCI	greenyellow
FAP	greenyellow
FBN1	greenyellow
FECH	greenyellow
FZD8	greenyellow
GNPDA2	greenyellow
GPT	greenyellow
HCN3	greenyellow
HDDC2	greenyellow
HEATR1	greenyellow
HES5	greenyellow
HPF1	greenyellow
HSBP1	greenyellow
HYAL1	greenyellow
IFT172	greenyellow
IFT43	greenyellow
ING2	greenyellow
IQGAP1	greenyellow
IRF5	greenyellow
KMT2B	greenyellow
KMT5C	greenyellow
LENG8	greenyellow
LSS	greenyellow
MACROH2A1	greenyellow
MAGEE2	greenyellow
MAT2A	greenyellow
MBD6	greenyellow
MBTPS1	greenyellow
MEX3D	greenyellow
MKS1	greenyellow
MOGS	greenyellow
MRPL20	greenyellow
MSANTD2	greenyellow
MSI2	greenyellow
MTRF1L	greenyellow
MYOF	greenyellow
NLE1	greenyellow
NOC2L	greenyellow
NOTUM	greenyellow
NPAT	greenyellow
NPR2	greenyellow
NR2C1	greenyellow
NSMCE2	greenyellow
NTMT1	greenyellow
NUDT11	greenyellow
OVOL2	greenyellow
PAN2	greenyellow
PASK	greenyellow
PCED1A	greenyellow
PCMTD1	greenyellow
PEX12	greenyellow
PHF10	greenyellow
PHKB	greenyellow
PKP1	greenyellow
PLXNB2	greenyellow
PMPCA	greenyellow
PNISR	greenyellow
POLR1D	greenyellow
POMT1	greenyellow
PPP6R1	greenyellow
PPTC7	greenyellow
PRPF39	greenyellow
PRPF40B	greenyellow
PRRX1	greenyellow
PSME1	greenyellow
PSTK	greenyellow
RAB13	greenyellow
RING1	greenyellow
RMDN3	greenyellow
RNFT1	greenyellow
RNPEP	greenyellow
RPP40	greenyellow
RSRP1	greenyellow
RTEL1	greenyellow
RTEL1-TNFRSF6B	greenyellow
SALL2	greenyellow
SELENOO	greenyellow
SEPTIN10	greenyellow
SLC12A9	greenyellow
SLC16A3	greenyellow
SLC20A1	greenyellow
SLC52A3	greenyellow
SLC7A4	greenyellow
SLTM	greenyellow
SNRNP70	greenyellow
SRSF11	greenyellow
SYF2	greenyellow
TBC1D19	greenyellow
TBCE	greenyellow
TFRC	greenyellow
TIMM44	greenyellow
TLE2	greenyellow
TMEM145	greenyellow
TMEM161A	greenyellow
TMEM63B	greenyellow
TMIE	greenyellow
TMUB2	greenyellow
TRA2A	greenyellow
TRIM47	greenyellow
TTC5	greenyellow
TTF1	greenyellow
TUBGCP4	greenyellow
TYR	greenyellow
UXS1	greenyellow
VEGFA	greenyellow
VPS33B	greenyellow
VWA5B2	greenyellow
WNK4	greenyellow
WSB1	greenyellow
YBX2	greenyellow
ZFAND2B	greenyellow
ZFC3H1	greenyellow
ZFP36L1	greenyellow
ZFP36L2	greenyellow
ZNF503	greenyellow
ZMAT2	greenyellow
ADAR	grey60
ADSS1	grey60
AKAP9	grey60
AMOTL1	grey60
AP1G1	grey60
APBA2	grey60
AREL1	grey60
ATP2B4	grey60
BBS1	grey60
BRD3	grey60
C1QL3	grey60
CAMK2B	grey60
CCAR2	grey60
CDHR1	grey60
CDYL2	grey60
CLMN	grey60
CNTN5	grey60
COMT	grey60
CRIM1	grey60
CRKL	grey60
CSRNP3	grey60
DAPK1	grey60
DCBLD2	grey60
DCTN4	grey60
DLG3	grey60
DMTF1	grey60
DNAJC5	grey60
DNAJC6	grey60
DPYSL3	grey60
ELAVL4	grey60
EXOC6B	grey60
FBXW11	grey60
FHL2	grey60
FRY	grey60
FRYL	grey60
GALNT17	grey60
GRM1	grey60
GRM8	grey60
GTF2H2C	grey60
GTF2H2	grey60
HDLBP	grey60
HEATR6	grey60
HTR2C	grey60
KCNA6	grey60
KCNJ6	grey60
KIDINS220	grey60
KIF3B	grey60
L1CAM	grey60
LATS1	grey60
MANEA	grey60
MAPK8	grey60
MCPH1	grey60
MED23	grey60
MGAT4A	grey60
MMP16	grey60
NCAM1	grey60
NCOA1	grey60
NFASC	grey60
NFATC3	grey60
NLGN3	grey60
NPR3	grey60
NR4A2	grey60
NRP2	grey60
NT5C1A	grey60
NUMA1	grey60
OTUD1	grey60
PARM1	grey60
PCDH11X	grey60
PCDH11Y	grey60
PCDH17	grey60
PGM2L1	grey60
PLA2G4E	grey60
PLCH1	grey60
PLK2	grey60
POM121C	grey60
POM121	grey60
PPFIA2	grey60
PPM1E	grey60
PRKACB	grey60
PTDSS1	grey60
PTGER3	grey60
PTPRN2	grey60
PUM1	grey60
RBM27	grey60
RBMS3	grey60
RCAN3	grey60
RUNX2	grey60
SEL1L	grey60
SESN3	grey60
SGPP1	grey60
SLIT1	grey60
SLIT3	grey60
SNRNP200	grey60
SOGA3	grey60
SPATA2	grey60
SPOCK2	grey60
SRR	grey60
STXBP5	grey60
SYP	grey60
SYT17	grey60
TASOR2	grey60
TCEAL5	grey60
TCEAL6	grey60
TCEAL3	grey60
TENM3	grey60
THSD7A	grey60
TMCC1	grey60
TMEM131L	grey60
TRAF3IP1	grey60
TRIM44	grey60
TRPC5	grey60
TUBD1	grey60
UAP1	grey60
UBE4B	grey60
